iteration,timestamp,breakout_window,take_profit,stop_loss,vol_mult,max_hold_bars,n_trades,win_rate,gross_pnl,total_slippage,total_gas,net_pnl,cagr,sharpe,max_dd,sortino,gate_passed,notes
264,2026-09-18T00:26:31.616454,20,0.05,0.04,2.0,240,144,6.94,207.89,1019.81,144.0,-955.92,-42.66,-25.38,-9.26,-13.5,False,
265,2026-09-18T00:26:31.871652,20,0.05,0.04,2.5,60,53,9.43,100.35,387.44,53.0,-340.09,-17.58,-15.9,-3.32,-11.31,False,
266,2026-09-18T00:26:32.136579,20,0.05,0.04,2.5,120,53,11.32,116.19,388.23,53.0,-325.04,-16.85,-13.97,-3.17,-10.79,False,
267,2026-09-18T00:26:32.402004,20,0.05,0.04,2.5,180,53,11.32,116.19,388.23,53.0,-325.04,-16.85,-13.97,-3.17,-10.79,False,
268,2026-09-18T00:26:32.666617,20,0.05,0.04,2.5,240,53,11.32,116.19,388.23,53.0,-325.04,-16.85,-13.97,-3.17,-10.79,False,
269,2026-09-18T00:26:32.928773,20,0.05,0.04,3.0,60,22,4.55,32.21,162.04,22.0,-151.84,-7.95,-10.86,-1.51,-9.19,False,
270,2026-09-18T00:26:33.190083,20,0.05,0.04,3.0,120,22,4.55,32.21,162.04,22.0,-151.84,-7.95,-10.86,-1.51,-9.19,False,
271,2026-09-18T00:26:33.457031,20,0.05,0.04,3.0,180,22,4.55,32.21,162.04,22.0,-151.84,-7.95,-10.86,-1.51,-9.19,False,
272,2026-09-18T00:26:33.723559,20,0.05,0.04,3.0,240,22,4.55,32.21,162.04,22.0,-151.84,-7.95,-10.86,-1.51,-9.19,False,
273,2026-09-18T00:26:33.964623,20,0.05,0.06,1.5,60,583,4.8,422.22,3485.78,583.0,-3646.56,-91.87,-59.37,-35.48,-15.35,False,
274,2026-09-18T00:26:34.207522,20,0.05,0.06,1.5,120,581,4.99,437.9,3481.18,581.0,-3624.28,-91.71,-58.3,-35.26,-15.33,False,
275,2026-09-18T00:26:34.453160,20,0.05,0.06,1.5,180,581,4.99,437.9,3481.18,581.0,-3624.28,-91.71,-58.3,-35.26,-15.33,False,
276,2026-09-18T00:26:34.689258,20,0.05,0.06,1.5,240,581,4.99,437.9,3481.18,581.0,-3624.28,-91.71,-58.3,-35.26,-15.33,False,
277,2026-09-18T00:26:34.942540,20,0.05,0.06,2.0,60,144,6.25,192.14,1018.24,144.0,-970.1,-43.18,-25.96,-9.4,-13.59,False,
278,2026-09-18T00:26:35.204979,20,0.05,0.06,2.0,120,144,6.94,207.89,1019.81,144.0,-955.92,-42.66,-25.38,-9.26,-13.5,False,
279,2026-09-18T00:26:35.468121,20,0.05,0.06,2.0,180,144,6.94,207.89,1019.81,144.0,-955.92,-42.66,-25.38,-9.26,-13.5,False,
280,2026-09-18T00:26:35.730385,20,0.05,0.06,2.0,240,144,6.94,207.89,1019.81,144.0,-955.92,-42.66,-25.38,-9.26,-13.5,False,
281,2026-09-18T00:26:35.990649,20,0.05,0.06,2.5,60,53,9.43,100.35,387.44,53.0,-340.09,-17.58,-15.9,-3.32,-11.31,False,
282,2026-09-18T00:26:36.252741,20,0.05,0.06,2.5,120,53,11.32,116.19,388.23,53.0,-325.04,-16.85,-13.97,-3.17,-10.79,False,
283,2026-09-18T00:26:36.518735,20,0.05,0.06,2.5,180,53,11.32,116.19,388.23,53.0,-325.04,-16.85,-13.97,-3.17,-10.79,False,
284,2026-09-18T00:26:36.776833,20,0.05,0.06,2.5,240,53,11.32,116.19,388.23,53.0,-325.04,-16.85,-13.97,-3.17,-10.79,False,
285,2026-09-18T00:26:37.028549,20,0.05,0.06,3.0,60,22,4.55,32.21,162.04,22.0,-151.84,-7.95,-10.86,-1.51,-9.19,False,
286,2026-09-18T00:26:37.292683,20,0.05,0.06,3.0,120,22,4.55,32.21,162.04,22.0,-151.84,-7.95,-10.86,-1.51,-9.19,False,
287,2026-09-18T00:26:37.559718,20,0.05,0.06,3.0,180,22,4.55,32.21,162.04,22.0,-151.84,-7.95,-10.86,-1.51,-9.19,False,
288,2026-09-18T00:26:37.818093,20,0.05,0.06,3.0,240,22,4.55,32.21,162.04,22.0,-151.84,-7.95,-10.86,-1.51,-9.19,False,
289,2026-09-18T00:26:38.067661,20,0.07,0.02,1.5,60,578,4.84,422.64,3463.2,578.0,-3618.56,-91.67,-59.26,-35.2,-15.35,False,
290,2026-09-18T00:26:38.315450,20,0.07,0.02,1.5,120,576,5.03,438.36,3458.55,576.0,-3596.2,-91.5,-58.24,-34.97,-15.33,False,
291,2026-09-18T00:26:38.555216,20,0.07,0.02,1.5,180,576,5.03,438.36,3458.55,576.0,-3596.2,-91.5,-58.24,-34.97,-15.33,False,
292,2026-09-18T00:26:38.794330,20,0.07,0.02,1.5,240,576,5.03,438.36,3458.55,576.0,-3596.2,-91.5,-58.24,-34.97,-15.33,False,
293,2026-09-18T00:26:39.058406,20,0.07,0.02,2.0,60,144,6.25,192.13,1018.24,144.0,-970.11,-43.18,-25.96,-9.4,-13.59,False,
294,2026-09-18T00:26:39.324727,20,0.07,0.02,2.0,120,144,6.94,207.87,1019.81,144.0,-955.94,-42.66,-25.38,-9.26,-13.5,False,
295,2026-09-18T00:26:39.585052,20,0.07,0.02,2.0,180,144,6.94,207.87,1019.81,144.0,-955.94,-42.66,-25.38,-9.26,-13.5,False,
296,2026-09-18T00:26:39.837512,20,0.07,0.02,2.0,240,144,6.94,207.87,1019.81,144.0,-955.94,-42.66,-25.38,-9.26,-13.5,False,
297,2026-09-18T00:26:40.108574,20,0.07,0.02,2.5,60,53,9.43,100.33,387.44,53.0,-340.11,-17.58,-15.9,-3.32,-11.31,False,
298,2026-09-18T00:26:40.375105,20,0.07,0.02,2.5,120,53,11.32,116.17,388.23,53.0,-325.06,-16.85,-13.98,-3.17,-10.79,False,
299,2026-09-18T00:26:40.640737,20,0.07,0.02,2.5,180,53,11.32,116.17,388.23,53.0,-325.06,-16.85,-13.98,-3.17,-10.79,False,
300,2026-09-18T00:26:40.897398,20,0.07,0.02,2.5,240,53,11.32,116.17,388.23,53.0,-325.06,-16.85,-13.98,-3.17,-10.79,False,
301,2026-09-18T00:26:41.159948,20,0.07,0.02,3.0,60,22,4.55,32.21,162.04,22.0,-151.84,-7.95,-10.86,-1.51,-9.19,False,
302,2026-09-18T00:26:41.426395,20,0.07,0.02,3.0,120,22,4.55,32.21,162.04,22.0,-151.84,-7.95,-10.86,-1.51,-9.19,False,
303,2026-09-18T00:26:41.692669,20,0.07,0.02,3.0,180,22,4.55,32.21,162.04,22.0,-151.84,-7.95,-10.86,-1.51,-9.19,False,
304,2026-09-18T00:26:41.952332,20,0.07,0.02,3.0,240,22,4.55,32.21,162.04,22.0,-151.84,-7.95,-10.86,-1.51,-9.19,False,
305,2026-09-18T00:26:42.196111,20,0.07,0.04,1.5,60,578,4.84,422.64,3463.2,578.0,-3618.56,-91.67,-59.26,-35.2,-15.35,False,
306,2026-09-18T00:26:42.435133,20,0.07,0.04,1.5,120,576,5.03,438.36,3458.55,576.0,-3596.2,-91.5,-58.24,-34.97,-15.33,False,
307,2026-09-18T00:26:42.672601,20,0.07,0.04,1.5,180,576,5.03,438.36,3458.55,576.0,-3596.2,-91.5,-58.24,-34.97,-15.33,False,
308,2026-09-18T00:26:42.911903,20,0.07,0.04,1.5,240,576,5.03,438.36,3458.55,576.0,-3596.2,-91.5,-58.24,-34.97,-15.33,False,
309,2026-09-18T00:26:43.174391,20,0.07,0.04,2.0,60,144,6.25,192.13,1018.24,144.0,-970.11,-43.18,-25.96,-9.4,-13.59,False,
310,2026-09-18T00:26:43.433906,20,0.07,0.04,2.0,120,144,6.94,207.87,1019.81,144.0,-955.94,-42.66,-25.38,-9.26,-13.5,False,
311,2026-09-18T00:26:43.695835,20,0.07,0.04,2.0,180,144,6.94,207.87,1019.81,144.0,-955.94,-42.66,-25.38,-9.26,-13.5,False,
312,2026-09-18T00:26:43.944822,20,0.07,0.04,2.0,240,144,6.94,207.87,1019.81,144.0,-955.94,-42.66,-25.38,-9.26,-13.5,False,
313,2026-09-18T00:26:44.210269,20,0.07,0.04,2.5,60,53,9.43,100.33,387.44,53.0,-340.11,-17.58,-15.9,-3.32,-11.31,False,
314,2026-09-18T00:26:44.474876,20,0.07,0.04,2.5,120,53,11.32,116.17,388.23,53.0,-325.06,-16.85,-13.98,-3.17,-10.79,False,
315,2026-09-18T00:26:44.740776,20,0.07,0.04,2.5,180,53,11.32,116.17,388.23,53.0,-325.06,-16.85,-13.98,-3.17,-10.79,False,
316,2026-09-18T00:26:44.991463,20,0.07,0.04,2.5,240,53,11.32,116.17,388.23,53.0,-325.06,-16.85,-13.98,-3.17,-10.79,False,
317,2026-09-18T00:26:45.251821,20,0.07,0.04,3.0,60,22,4.55,32.21,162.04,22.0,-151.84,-7.95,-10.86,-1.51,-9.19,False,
318,2026-09-18T00:26:45.516249,20,0.07,0.04,3.0,120,22,4.55,32.21,162.04,22.0,-151.84,-7.95,-10.86,-1.51,-9.19,False,
319,2026-09-18T00:26:45.776298,20,0.07,0.04,3.0,180,22,4.55,32.21,162.04,22.0,-151.84,-7.95,-10.86,-1.51,-9.19,False,
320,2026-09-18T00:26:46.042706,20,0.07,0.04,3.0,240,22,4.55,32.21,162.04,22.0,-151.84,-7.95,-10.86,-1.51,-9.19,False,
321,2026-09-18T00:26:46.288186,20,0.07,0.06,1.5,60,578,4.84,422.64,3463.2,578.0,-3618.56,-91.67,-59.26,-35.2,-15.35,False,
322,2026-09-18T00:26:46.531083,20,0.07,0.06,1.5,120,576,5.03,438.36,3458.55,576.0,-3596.2,-91.5,-58.24,-34.97,-15.33,False,
323,2026-09-18T00:26:46.771154,20,0.07,0.06,1.5,180,576,5.03,438.36,3458.55,576.0,-3596.2,-91.5,-58.24,-34.97,-15.33,False,
324,2026-09-18T00:26:47.010078,20,0.07,0.06,1.5,240,576,5.03,438.36,3458.55,576.0,-3596.2,-91.5,-58.24,-34.97,-15.33,False,
325,2026-09-18T00:26:47.272619,20,0.07,0.06,2.0,60,144,6.25,192.13,1018.24,144.0,-970.11,-43.18,-25.96,-9.4,-13.59,False,
326,2026-09-18T00:26:47.534837,20,0.07,0.06,2.0,120,144,6.94,207.87,1019.81,144.0,-955.94,-42.66,-25.38,-9.26,-13.5,False,
327,2026-09-18T00:26:47.791548,20,0.07,0.06,2.0,180,144,6.94,207.87,1019.81,144.0,-955.94,-42.66,-25.38,-9.26,-13.5,False,
328,2026-09-18T00:26:48.051189,20,0.07,0.06,2.0,240,144,6.94,207.87,1019.81,144.0,-955.94,-42.66,-25.38,-9.26,-13.5,False,
329,2026-09-18T00:26:48.301425,20,0.07,0.06,2.5,60,53,9.43,100.33,387.44,53.0,-340.11,-17.58,-15.9,-3.32,-11.31,False,
330,2026-09-18T00:26:48.564998,20,0.07,0.06,2.5,120,53,11.32,116.17,388.23,53.0,-325.06,-16.85,-13.98,-3.17,-10.79,False,
331,2026-09-18T00:26:48.825316,20,0.07,0.06,2.5,180,53,11.32,116.17,388.23,53.0,-325.06,-16.85,-13.98,-3.17,-10.79,False,
332,2026-09-18T00:26:49.090283,20,0.07,0.06,2.5,240,53,11.32,116.17,388.23,53.0,-325.06,-16.85,-13.98,-3.17,-10.79,False,
333,2026-09-18T00:26:49.354675,20,0.07,0.06,3.0,60,22,4.55,32.21,162.04,22.0,-151.84,-7.95,-10.86,-1.51,-9.19,False,
334,2026-09-18T00:26:49.620205,20,0.07,0.06,3.0,120,22,4.55,32.21,162.04,22.0,-151.84,-7.95,-10.86,-1.51,-9.19,False,
335,2026-09-18T00:26:49.875737,20,0.07,0.06,3.0,180,22,4.55,32.21,162.04,22.0,-151.84,-7.95,-10.86,-1.51,-9.19,False,
336,2026-09-18T00:26:50.136867,20,0.07,0.06,3.0,240,22,4.55,32.21,162.04,22.0,-151.84,-7.95,-10.86,-1.51,-9.19,False,
337,2026-09-18T00:26:50.385125,20,0.09,0.02,1.5,60,575,4.87,422.86,3449.13,575.0,-3601.27,-91.54,-57.45,-35.02,-15.31,False,
338,2026-09-18T00:26:50.633307,20,0.09,0.02,1.5,120,573,5.06,438.48,3444.43,573.0,-3578.94,-91.36,-56.53,-34.8,-15.3,False,
339,2026-09-18T00:26:50.873481,20,0.09,0.02,1.5,180,573,5.06,438.48,3444.43,573.0,-3578.94,-91.36,-56.53,-34.8,-15.3,False,
340,2026-09-18T00:26:51.117976,20,0.09,0.02,1.5,240,573,5.06,438.48,3444.43,573.0,-3578.94,-91.36,-56.53,-34.8,-15.3,False,
341,2026-09-18T00:26:51.361528,20,0.09,0.02,2.0,60,143,6.29,192.13,1011.56,143.0,-962.43,-42.9,-25.89,-9.32,-13.58,False,
342,2026-09-18T00:26:51.628190,20,0.09,0.02,2.0,120,143,6.99,207.88,1013.12,143.0,-948.24,-42.38,-25.32,-9.18,-13.5,False,
343,2026-09-18T00:26:51.880654,20,0.09,0.02,2.0,180,143,6.99,207.88,1013.12,143.0,-948.24,-42.38,-25.32,-9.18,-13.5,False,
344,2026-09-18T00:26:52.142769,20,0.09,0.02,2.0,240,143,6.99,207.88,1013.12,143.0,-948.24,-42.38,-25.32,-9.18,-13.5,False,
345,2026-09-18T00:26:52.407873,20,0.09,0.02,2.5,60,53,9.43,100.33,387.44,53.0,-340.11,-17.58,-15.9,-3.32,-11.31,False,
346,2026-09-18T00:26:52.672725,20,0.09,0.02,2.5,120,53,11.32,116.17,388.23,53.0,-325.06,-16.85,-13.98,-3.17,-10.79,False,
347,2026-09-18T00:26:52.931709,20,0.09,0.02,2.5,180,53,11.32,116.17,388.23,53.0,-325.06,-16.85,-13.98,-3.17,-10.79,False,
348,2026-09-18T00:26:53.193536,20,0.09,0.02,2.5,240,53,11.32,116.17,388.23,53.0,-325.06,-16.85,-13.98,-3.17,-10.79,False,
349,2026-09-18T00:26:53.462330,20,0.09,0.02,3.0,60,22,4.55,32.21,162.04,22.0,-151.84,-7.95,-10.86,-1.51,-9.19,False,
350,2026-09-18T00:26:53.726061,20,0.09,0.02,3.0,120,22,4.55,32.21,162.04,22.0,-151.84,-7.95,-10.86,-1.51,-9.19,False,
351,2026-09-18T00:26:53.989148,20,0.09,0.02,3.0,180,22,4.55,32.21,162.04,22.0,-151.84,-7.95,-10.86,-1.51,-9.19,False,
352,2026-09-18T00:26:54.250406,20,0.09,0.02,3.0,240,22,4.55,32.21,162.04,22.0,-151.84,-7.95,-10.86,-1.51,-9.19,False,
353,2026-09-18T00:26:54.496009,20,0.09,0.04,1.5,60,575,4.87,422.86,3449.13,575.0,-3601.27,-91.54,-57.45,-35.02,-15.31,False,
354,2026-09-18T00:26:54.743150,20,0.09,0.04,1.5,120,573,5.06,438.48,3444.43,573.0,-3578.94,-91.36,-56.53,-34.8,-15.3,False,
355,2026-09-18T00:26:54.981606,20,0.09,0.04,1.5,180,573,5.06,438.48,3444.43,573.0,-3578.94,-91.36,-56.53,-34.8,-15.3,False,
356,2026-09-18T00:26:55.225495,20,0.09,0.04,1.5,240,573,5.06,438.48,3444.43,573.0,-3578.94,-91.36,-56.53,-34.8,-15.3,False,
357,2026-09-18T00:26:55.480833,20,0.09,0.04,2.0,60,143,6.29,192.13,1011.56,143.0,-962.43,-42.9,-25.89,-9.32,-13.58,False,
358,2026-09-18T00:26:55.743114,20,0.09,0.04,2.0,120,143,6.99,207.88,1013.12,143.0,-948.24,-42.38,-25.32,-9.18,-13.5,False,
359,2026-09-18T00:26:55.999286,20,0.09,0.04,2.0,180,143,6.99,207.88,1013.12,143.0,-948.24,-42.38,-25.32,-9.18,-13.5,False,
360,2026-09-18T00:26:56.259380,20,0.09,0.04,2.0,240,143,6.99,207.88,1013.12,143.0,-948.24,-42.38,-25.32,-9.18,-13.5,False,
361,2026-09-18T00:26:56.527803,20,0.09,0.04,2.5,60,53,9.43,100.33,387.44,53.0,-340.11,-17.58,-15.9,-3.32,-11.31,False,
362,2026-09-18T00:26:56.788349,20,0.09,0.04,2.5,120,53,11.32,116.17,388.23,53.0,-325.06,-16.85,-13.98,-3.17,-10.79,False,
363,2026-09-18T00:26:57.055840,20,0.09,0.04,2.5,180,53,11.32,116.17,388.23,53.0,-325.06,-16.85,-13.98,-3.17,-10.79,False,
364,2026-09-18T00:26:57.315151,20,0.09,0.04,2.5,240,53,11.32,116.17,388.23,53.0,-325.06,-16.85,-13.98,-3.17,-10.79,False,
365,2026-09-18T00:26:57.583723,20,0.09,0.04,3.0,60,22,4.55,32.21,162.04,22.0,-151.84,-7.95,-10.86,-1.51,-9.19,False,
366,2026-09-18T00:26:57.843627,20,0.09,0.04,3.0,120,22,4.55,32.21,162.04,22.0,-151.84,-7.95,-10.86,-1.51,-9.19,False,
367,2026-09-18T00:26:58.109167,20,0.09,0.04,3.0,180,22,4.55,32.21,162.04,22.0,-151.84,-7.95,-10.86,-1.51,-9.19,False,
368,2026-09-18T00:26:58.365195,20,0.09,0.04,3.0,240,22,4.55,32.21,162.04,22.0,-151.84,-7.95,-10.86,-1.51,-9.19,False,
369,2026-09-18T00:26:58.610458,20,0.09,0.06,1.5,60,575,4.87,422.86,3449.13,575.0,-3601.27,-91.54,-57.45,-35.02,-15.31,False,
370,2026-09-18T00:26:58.849474,20,0.09,0.06,1.5,120,573,5.06,438.48,3444.43,573.0,-3578.94,-91.36,-56.53,-34.8,-15.3,False,
371,2026-09-18T00:26:59.093003,20,0.09,0.06,1.5,180,573,5.06,438.48,3444.43,573.0,-3578.94,-91.36,-56.53,-34.8,-15.3,False,
372,2026-09-18T00:26:59.340092,20,0.09,0.06,1.5,240,573,5.06,438.48,3444.43,573.0,-3578.94,-91.36,-56.53,-34.8,-15.3,False,
373,2026-09-18T00:26:59.602766,20,0.09,0.06,2.0,60,143,6.29,192.13,1011.56,143.0,-962.43,-42.9,-25.89,-9.32,-13.58,False,
374,2026-09-18T00:26:59.859505,20,0.09,0.06,2.0,120,143,6.99,207.88,1013.12,143.0,-948.24,-42.38,-25.32,-9.18,-13.5,False,
375,2026-09-18T00:27:00.121715,20,0.09,0.06,2.0,180,143,6.99,207.88,1013.12,143.0,-948.24,-42.38,-25.32,-9.18,-13.5,False,
376,2026-09-18T00:27:00.375207,20,0.09,0.06,2.0,240,143,6.99,207.88,1013.12,143.0,-948.24,-42.38,-25.32,-9.18,-13.5,False,
377,2026-09-18T00:27:00.642547,20,0.09,0.06,2.5,60,53,9.43,100.33,387.44,53.0,-340.11,-17.58,-15.9,-3.32,-11.31,False,
378,2026-09-18T00:27:00.902764,20,0.09,0.06,2.5,120,53,11.32,116.17,388.23,53.0,-325.06,-16.85,-13.98,-3.17,-10.79,False,
379,2026-09-18T00:27:01.167640,20,0.09,0.06,2.5,180,53,11.32,116.17,388.23,53.0,-325.06,-16.85,-13.98,-3.17,-10.79,False,
380,2026-09-18T00:27:01.432594,20,0.09,0.06,2.5,240,53,11.32,116.17,388.23,53.0,-325.06,-16.85,-13.98,-3.17,-10.79,False,
381,2026-09-18T00:27:01.700888,20,0.09,0.06,3.0,60,22,4.55,32.21,162.04,22.0,-151.84,-7.95,-10.86,-1.51,-9.19,False,
382,2026-09-18T00:27:01.960576,20,0.09,0.06,3.0,120,22,4.55,32.21,162.04,22.0,-151.84,-7.95,-10.86,-1.51,-9.19,False,
383,2026-09-18T00:27:02.225872,20,0.09,0.06,3.0,180,22,4.55,32.21,162.04,22.0,-151.84,-7.95,-10.86,-1.51,-9.19,False,
384,2026-09-18T00:27:02.492397,20,0.09,0.06,3.0,240,22,4.55,32.21,162.04,22.0,-151.84,-7.95,-10.86,-1.51,-9.19,False,
